start_time,datetime,reserve,reserve_usd
1714561200000,2024-05-01 11:00:00,141612.30743116,8191323933.95942
1714564800000,2024-05-01 12:00:00,141601.33091112,8202467188.587947
1714568400000,2024-05-01 13:00:00,141504.71115451,8101917728.425564
1714572000000,2024-05-01 14:00:00,141492.58098871,8118455809.160543
1714575600000,2024-05-01 15:00:00,141553.23790863,8075877485.91181
1714579200000,2024-05-01 16:00:00,141455.943592,8064459487.643611
1714582800000,2024-05-01 17:00:00,141481.80242191,8132854316.461851
1714586400000,2024-05-01 18:00:00,141572.69658528,8394798777.671379
1714590000000,2024-05-01 19:00:00,141990.51075262,8072671660.834316
1714593600000,2024-05-01 20:00:00,141559.70163191,8114475219.740577
1714597200000,2024-05-01 21:00:00,141460.0489178,8195421615.123235
1714600800000,2024-05-01 22:00:00,141446.88041698,8200633789.960638
1714604400000,2024-05-01 23:00:00,141434.88387598,8251692915.013696
1714608000000,2024-05-02 00:00:00,141401.95739034,8162946235.71019
1714611600000,2024-05-02 01:00:00,141494.11641099,8112910491.5786705
1714615200000,2024-05-02 02:00:00,141559.44497428,8118018515.479224
1714618800000,2024-05-02 03:00:00,141618.99961149,8145752691.568199
1714622400000,2024-05-02 04:00:00,141624.99215605,8127142059.064668
1714626000000,2024-05-02 05:00:00,141641.06436107,8132862837.522727
1714629600000,2024-05-02 06:00:00,141651.41965916,8157666225.44241
1714633200000,2024-05-02 07:00:00,141684.69901492,8169503310.597386
1714636800000,2024-05-02 08:00:00,141704.15352041,8219364095.39723
1714640400000,2024-05-02 09:00:00,141881.97788406,8199002209.167022
1714644000000,2024-05-02 10:00:00,141892.63406814,8179970482.934303
1714647600000,2024-05-02 11:00:00,141820.4652377,8311384825.320158
1714651200000,2024-05-02 12:00:00,141610.20833477,8342000285.1498
1714654800000,2024-05-02 13:00:00,141736.08493301,8293689550.978983
1714658400000,2024-05-02 14:00:00,141734.55967439,8366271536.290356
1714662000000,2024-05-02 15:00:00,141704.83606305,8397928675.116071
1714665600000,2024-05-02 16:00:00,141626.07299113,8353611734.617011
1714669200000,2024-05-02 17:00:00,141705.90764864,8379419227.983516
1714672800000,2024-05-02 18:00:00,141732.65217777,8411405648.899939
1714676400000,2024-05-02 19:00:00,141694.68439093,8405075804.683372
1714680000000,2024-05-02 20:00:00,141685.31397264,8332453004.023673
1714683600000,2024-05-02 21:00:00,141609.80539877,8374199641.392547
1714687200000,2024-05-02 22:00:00,141603.36551827,8430578226.628515
1714690800000,2024-05-02 23:00:00,141535.65086829,8372041800.736332
1714694400000,2024-05-03 00:00:00,141536.47429239,8361208346.693904
1714698000000,2024-05-03 01:00:00,141538.85163887,8412395989.521845
1714701600000,2024-05-03 02:00:00,141628.40025033,8436248234.03668
1714705200000,2024-05-03 03:00:00,141780.02084337,8475206620.735712
1714708800000,2024-05-03 04:00:00,141781.51810078,8457175406.160321
1714712400000,2024-05-03 05:00:00,141812.21335639,8447265186.920494
1714716000000,2024-05-03 06:00:00,142574.63372269,8458523936.077018
1714719600000,2024-05-03 07:00:00,142498.55239846,8431526967.052822
1714723200000,2024-05-03 08:00:00,142490.22072301,8457862399.889283
1714726800000,2024-05-03 09:00:00,142483.96935053,8476642884.298828
1714730400000,2024-05-03 10:00:00,142494.01961418,8409455414.53739
1714734000000,2024-05-03 11:00:00,142459.47160204,8447983134.785394
1714737600000,2024-05-03 12:00:00,142428.72796334,8624827229.890877
1714741200000,2024-05-03 13:00:00,142474.55443712,8774647287.902903
1714744800000,2024-05-03 14:00:00,142623.23991104,8796835946.978718
1714748400000,2024-05-03 15:00:00,142595.36510004,8781132845.844475
1714752000000,2024-05-03 16:00:00,142754.38981458,8826967836.692091
1714755600000,2024-05-03 17:00:00,142820.87861986,8839145975.426111
1714759200000,2024-05-03 18:00:00,142842.28230429,8836703149.267601
1714762800000,2024-05-03 19:00:00,142651.11285906,8831839209.165033
1714766400000,2024-05-03 20:00:00,142725.81960554,8972573827.224833
1714770000000,2024-05-03 21:00:00,142759.56106587,8912849286.19864
1714773600000,2024-05-03 22:00:00,142682.34636294,8975209589.505585
1714777200000,2024-05-03 23:00:00,142660.78453633,9017203497.918106
1714780800000,2024-05-04 00:00:00,142657.4925754,8997298744.035881
1714784400000,2024-05-04 01:00:00,142666.80613454,8976492651.959558
1714788000000,2024-05-04 02:00:00,142676.97805064,8944003806.02989
1714791600000,2024-05-04 03:00:00,142607.87638056,8939201076.598427
1714795200000,2024-05-04 04:00:00,142558.39456827,8996613943.498142
1714798800000,2024-05-04 05:00:00,142574.37182601,9019318982.46718
1714802400000,2024-05-04 06:00:00,142569.42355421,8988585736.59981
1714806000000,2024-05-04 07:00:00,142570.95104393,8979528822.516336
1714809600000,2024-05-04 08:00:00,142528.03857274,9002651166.762875
1714813200000,2024-05-04 09:00:00,142529.59670459,8995318049.29593
1714816800000,2024-05-04 10:00:00,142631.99000503,9034663603.944082
1714820400000,2024-05-04 11:00:00,142602.63707742,9126089463.525152
1714824000000,2024-05-04 12:00:00,142614.62496157,9113724858.967764
1714827600000,2024-05-04 13:00:00,142605.35712409,9077857917.67079
1714831200000,2024-05-04 14:00:00,142703.22518674,9095268657.441282
1714834800000,2024-05-04 15:00:00,142688.23372196,9074642434.453169
1714838400000,2024-05-04 16:00:00,142686.91760286,9087340215.214542
1714842000000,2024-05-04 17:00:00,142664.32688756,9062254519.098078
1714845600000,2024-05-04 18:00:00,142722.69061395,9089629215.56144
1714849200000,2024-05-04 19:00:00,142713.22997757,9131243673.45391
1714852800000,2024-05-04 20:00:00,142671.2396715,9122772383.5273
1714856400000,2024-05-04 21:00:00,142686.87722947,9094851340.496157
1714860000000,2024-05-04 22:00:00,142688.97481892,9091375163.864286
1714863600000,2024-05-04 23:00:00,142701.86998055,9100537824.057993
1714867200000,2024-05-05 00:00:00,142722.86576451,9072574984.43113
1714870800000,2024-05-05 01:00:00,142943.35739475,9035613230.196796
1714874400000,2024-05-05 02:00:00,142969.34883791,9031982003.32368
1714878000000,2024-05-05 03:00:00,142965.3331877,9043338815.153978
1714881600000,2024-05-05 04:00:00,142969.39286814,9071965206.200798
1714885200000,2024-05-05 05:00:00,142971.95192743,9053865553.4586
1714888800000,2024-05-05 06:00:00,142979.67038596,9063298265.298067
1714892400000,2024-05-05 07:00:00,142978.30618646,9121801904.836271
1714896000000,2024-05-05 08:00:00,142957.59437332,9112196672.904406
1714899600000,2024-05-05 09:00:00,142957.59437332,9112196672.904406
1714903200000,2024-05-05 10:00:00,142964.99225344,9092267811.60348
1714906800000,2024-05-05 11:00:00,143009.12013807,9131677016.020464
1714910400000,2024-05-05 12:00:00,143068.49870352,9111514775.115704
1714914000000,2024-05-05 13:00:00,143114.42878495,9178208420.243675
1714917600000,2024-05-05 14:00:00,143344.78302431,9189525813.790112
1714921200000,2024-05-05 15:00:00,143315.84499848,9226794208.957088
1714924800000,2024-05-05 16:00:00,143377.75082829,9222829312.871157
1714928400000,2024-05-05 17:00:00,143518.03752802,9221549692.429644
1714932000000,2024-05-05 18:00:00,143430.4105995,9168244982.848589
1714935600000,2024-05-05 19:00:00,143428.79558969,9166143910.979044
1714939200000,2024-05-05 20:00:00,143435.93665231,9125529328.382896
1714942800000,2024-05-05 21:00:00,143409.36715738,9150077015.732592
1714946400000,2024-05-05 22:00:00,143465.88573463,9162477945.593876
1714950000000,2024-05-05 23:00:00,143468.1703423,9189234342.596691
1714953600000,2024-05-06 00:00:00,143476.7116113,9216247900.97431
1714957200000,2024-05-06 01:00:00,143481.5745612,9204552385.478312
1714960800000,2024-05-06 02:00:00,143550.81591695,9202523280.974718
1714964400000,2024-05-06 03:00:00,143557.91498215,9167822007.033508
1714968000000,2024-05-06 04:00:00,143564.02565551,9172414984.229742
1714971600000,2024-05-06 05:00:00,143669.44699005,9217963175.264755
1714975200000,2024-05-06 06:00:00,143933.20249106,9246412732.623869
1714978800000,2024-05-06 07:00:00,143938.98461706,9273893312.964945
1714982400000,2024-05-06 08:00:00,143893.58481788,9405221713.691664
1714986000000,2024-05-06 09:00:00,143930.86868898,9380015541.736233
1714989600000,2024-05-06 10:00:00,143915.28202205,9235571528.761955
1714993200000,2024-05-06 11:00:00,143827.21918603,9237396555.809404
1714996800000,2024-05-06 12:00:00,143846.12083129,9135648383.017578
1715000400000,2024-05-06 13:00:00,143480.54350384,9148840134.675098
1715004000000,2024-05-06 14:00:00,143367.1533704,9124917916.149475
1715007600000,2024-05-06 15:00:00,143433.32282255,9116479955.547531
1715011200000,2024-05-06 16:00:00,143391.98336917,9113689520.406277
1715014800000,2024-05-06 17:00:00,143190.43186188,9048295889.215631
1715018400000,2024-05-06 18:00:00,143127.55663445,9076679792.38808
1715022000000,2024-05-06 19:00:00,143119.6486728,9026105436.63862
1715025600000,2024-05-06 20:00:00,143125.6685478,9046777130.018116
1715029200000,2024-05-06 21:00:00,143144.89890439,9086830857.29247
1715032800000,2024-05-06 22:00:00,143131.76607771,9082537113.944366
1715036400000,2024-05-06 23:00:00,143122.72625884,9045150974.331638
1715040000000,2024-05-07 00:00:00,143173.70663198,9104551743.04997
1715043600000,2024-05-07 01:00:00,143497.31713263,9167579157.329311
1715047200000,2024-05-07 02:00:00,143817.10683163,9161269720.825172
1715050800000,2024-05-07 03:00:00,143959.8261101,9104275390.126831
1715054400000,2024-05-07 04:00:00,143937.20549065,9122512293.586296
1715058000000,2024-05-07 05:00:00,143981.37767305,9151189648.2057
1715061600000,2024-05-07 06:00:00,144050.9778581,9167017287.328226
1715065200000,2024-05-07 07:00:00,144188.82526773,9193133265.810955
1715068800000,2024-05-07 08:00:00,144237.99692486,9272911494.175146
1715072400000,2024-05-07 09:00:00,144216.38926696,9257778573.809128
1715076000000,2024-05-07 10:00:00,144221.77992565,9245547766.711285
1715079600000,2024-05-07 11:00:00,144235.08670124,9159146192.533413
1715083200000,2024-05-07 12:00:00,144149.88071657,9179081106.29246
1715086800000,2024-05-07 13:00:00,144251.34891336,9175250756.530306
1715090400000,2024-05-07 14:00:00,144420.50705076,9159000597.955458
1715094000000,2024-05-07 15:00:00,144415.44767448,9213005519.805023
1715097600000,2024-05-07 16:00:00,144038.1241015,9148920679.094172
1715101200000,2024-05-07 17:00:00,144003.06742225,9130011068.67858
1715104800000,2024-05-07 18:00:00,143986.44690612,9053744372.573805
1715108400000,2024-05-07 19:00:00,144032.02779014,9088851504.177546
1715112000000,2024-05-07 20:00:00,144027.67066337,9080569793.75058
1715115600000,2024-05-07 21:00:00,143999.3863851,9075358712.447515
1715119200000,2024-05-07 22:00:00,144005.67109153,9059553653.2858
1715122800000,2024-05-07 23:00:00,143995.8454896,8975610577.126493
1715126400000,2024-05-08 00:00:00,143997.52356569,9014138693.221926
1715130000000,2024-05-08 01:00:00,144016.48365825,9008366704.70165
1715133600000,2024-05-08 02:00:00,143998.96783968,9034869138.460058
1715137200000,2024-05-08 03:00:00,144035.09327554,9059491003.52454
1715140800000,2024-05-08 04:00:00,143824.54952346,9003745697.99743
1715144400000,2024-05-08 05:00:00,143845.11060214,8996764170.389462
1715148000000,2024-05-08 06:00:00,143952.54601315,8948455328.953047
1715151600000,2024-05-08 07:00:00,144144.76528932,8974694752.63048
1715155200000,2024-05-08 08:00:00,144134.10700707,8967171023.996178
1715158800000,2024-05-08 09:00:00,144106.70220988,8966160276.02081
1715162400000,2024-05-08 10:00:00,144132.05271014,8997415174.269293
1715166000000,2024-05-08 11:00:00,144171.57551297,8979748744.798847
1715169600000,2024-05-08 12:00:00,144208.55234996,8970179540.450724
1715173200000,2024-05-08 13:00:00,144228.60094587,8949740728.878548
1715176800000,2024-05-08 14:00:00,144314.13461076,9060019380.94674
1715180400000,2024-05-08 15:00:00,144385.27195976,8983226030.689226
1715184000000,2024-05-08 16:00:00,144392.83368856,8993629166.756432
1715187600000,2024-05-08 17:00:00,144406.39763734,9037430421.7104
1715191200000,2024-05-08 18:00:00,144408.1488646,9028128884.40419
1715194800000,2024-05-08 19:00:00,144390.89768665,8990730426.358982
1715198400000,2024-05-08 20:00:00,144378.79885303,8892865983.777586
1715202000000,2024-05-08 21:00:00,144375.43191037,8878709327.10166
1715205600000,2024-05-08 22:00:00,144381.11919649,8845889987.07887
1715209200000,2024-05-08 23:00:00,144372.22143225,8840684173.900385
1715212800000,2024-05-09 00:00:00,144378.79017351,8871675604.696054
1715216400000,2024-05-09 01:00:00,144377.81239445,8888092609.47203
1715220000000,2024-05-09 02:00:00,144429.66074049,8905625253.021736
1715223600000,2024-05-09 03:00:00,144471.79019656,8917869736.552095
1715227200000,2024-05-09 04:00:00,144463.00280723,8890220535.297388
1715230800000,2024-05-09 05:00:00,144469.94709261,8888476719.503145
1715234400000,2024-05-09 06:00:00,144469.90030408,8903867938.514135
1715238000000,2024-05-09 07:00:00,144461.27055582,8861565681.963444
1715241600000,2024-05-09 08:00:00,144401.61105862,8851764348.050823
1715245200000,2024-05-09 09:00:00,144426.35643165,8824188609.349264
1715248800000,2024-05-09 10:00:00,144551.48053489,8830421880.143732
1715252400000,2024-05-09 11:00:00,144552.10826375,8837477162.415874
1715256000000,2024-05-09 12:00:00,144584.46493551,8881270553.292347
1715259600000,2024-05-09 13:00:00,144577.42313709,8832397044.67232
1715263200000,2024-05-09 14:00:00,144544.96275908,8874611762.922361
1715266800000,2024-05-09 15:00:00,144605.36157312,8968419687.607103
1715270400000,2024-05-09 16:00:00,144675.45741592,8992531109.675999
1715274000000,2024-05-09 17:00:00,144740.16853295,8971304637.493511
1715277600000,2024-05-09 18:00:00,144726.3423545,9002810152.675116
1715281200000,2024-05-09 19:00:00,144719.75926228,9041363840.74571
1715284800000,2024-05-09 20:00:00,144742.97606238,9066131671.207216
1715288400000,2024-05-09 21:00:00,144708.01759549,9050650005.282068
1715292000000,2024-05-09 22:00:00,144709.55406932,9163017782.936678
1715295600000,2024-05-09 23:00:00,144696.67680861,9129359788.378153
1715299200000,2024-05-10 00:00:00,144714.20385293,9086759039.299309
1715302800000,2024-05-10 01:00:00,144723.14294885,9085091809.273848
1715306400000,2024-05-10 02:00:00,144686.07322636,9110412778.738203
1715310000000,2024-05-10 03:00:00,144697.80879803,9100786524.532734
1715313600000,2024-05-10 04:00:00,144690.10758596,9106969522.45028
1715317200000,2024-05-10 05:00:00,144670.49984276,9079418112.374332
1715320800000,2024-05-10 06:00:00,144545.61269641,9135172584.573936
1715324400000,2024-05-10 07:00:00,144596.34731834,9139721537.691408
1715328000000,2024-05-10 08:00:00,144353.8152999,9093792966.946218
1715331600000,2024-05-10 09:00:00,144298.37880102,9105003799.855827
1715335200000,2024-05-10 10:00:00,144265.56778162,9093302840.559937
1715338800000,2024-05-10 11:00:00,144284.22948591,9126496689.915554
1715342400000,2024-05-10 12:00:00,144066.62791347,9077821186.18929
1715346000000,2024-05-10 13:00:00,144078.26292894,9087619377.64782
1715349600000,2024-05-10 14:00:00,143895.0715614,8780522881.050259
1715353200000,2024-05-10 15:00:00,143840.81923972,8777705295.751926
1715356800000,2024-05-10 16:00:00,143857.12148083,8791834908.19213
1715360400000,2024-05-10 17:00:00,143878.32881294,8682468065.095425
1715364000000,2024-05-10 18:00:00,143889.59932637,8692061308.645092
1715367600000,2024-05-10 19:00:00,143907.57627962,8723859074.713465
1715371200000,2024-05-10 20:00:00,143859.15362707,8715416375.815056
1715374800000,2024-05-10 21:00:00,143884.68435377,8722445215.120964
1715378400000,2024-05-10 22:00:00,143912.15404314,8758905634.689651
1715382000000,2024-05-10 23:00:00,143892.16348849,8764488847.210539
1715385600000,2024-05-11 00:00:00,143892.94279066,8743714707.636469
1715389200000,2024-05-11 01:00:00,143917.89850942,8763364835.198742
1715392800000,2024-05-11 02:00:00,143919.65719592,8746472692.843119
1715396400000,2024-05-11 03:00:00,143918.2895453,8740926827.804832
1715400000000,2024-05-11 04:00:00,143933.54936017,8753008073.814548
1715403600000,2024-05-11 05:00:00,143943.4251718,8767361963.353037
1715407200000,2024-05-11 06:00:00,143887.85545712,8766678579.034815
1715410800000,2024-05-11 07:00:00,143876.87699653,8767407976.186365
1715414400000,2024-05-11 08:00:00,143894.1402749,8750556501.716694
1715418000000,2024-05-11 09:00:00,143935.51868012,8759677876.189127
1715421600000,2024-05-11 10:00:00,143938.94652518,8752295053.267626
1715425200000,2024-05-11 11:00:00,143909.00313956,8738670126.037138
1715428800000,2024-05-11 12:00:00,143915.40510902,8735576051.771929
1715432400000,2024-05-11 13:00:00,143921.46673083,8767694564.096802
1715436000000,2024-05-11 14:00:00,143926.04843024,8760198229.513258
1715439600000,2024-05-11 15:00:00,143947.3263635,8791456925.357996
1715443200000,2024-05-11 16:00:00,143938.39644644,8802315559.516863
1715446800000,2024-05-11 17:00:00,143954.03113931,8786158785.163904
1715450400000,2024-05-11 18:00:00,143910.88510148,8792686321.648312
1715454000000,2024-05-11 19:00:00,143951.56267921,8797511135.32139
1715457600000,2024-05-11 20:00:00,143953.2163848,8781788495.246979
1715461200000,2024-05-11 21:00:00,143916.39645088,8769866836.094616
1715464800000,2024-05-11 22:00:00,143991.95757446,8770248167.001354
1715468400000,2024-05-11 23:00:00,143993.81428794,8751280985.113739
1715472000000,2024-05-12 00:00:00,144017.65889532,8782422923.372242
1715475600000,2024-05-12 01:00:00,144045.63088133,8772009492.733501
1715479200000,2024-05-12 02:00:00,144060.08570684,8770653805.492413
1715482800000,2024-05-12 03:00:00,144060.97416165,8776999589.085655
1715486400000,2024-05-12 04:00:00,144091.6017067,8795078671.327957
1715490000000,2024-05-12 05:00:00,144094.1955484,8786354772.505358
1715493600000,2024-05-12 06:00:00,144098.81783944,8779481193.269588
1715497200000,2024-05-12 07:00:00,144091.52312272,8779572565.276644
1715500800000,2024-05-12 08:00:00,144087.45038676,8798316916.928537
1715504400000,2024-05-12 09:00:00,144084.17678951,8792607710.707933
1715508000000,2024-05-12 10:00:00,144098.42381492,8809993864.160088
1715511600000,2024-05-12 11:00:00,144103.218811,8807951138.99833
1715515200000,2024-05-12 12:00:00,144087.71221218,8812417576.678896
1715518800000,2024-05-12 13:00:00,144064.0509924,8812883521.422113
1715522400000,2024-05-12 14:00:00,144064.0509924,8812883521.422113
1715526000000,2024-05-12 15:00:00,143942.45929606,8838718267.549923
1715529600000,2024-05-12 16:00:00,143894.67707214,8831793358.3992
1715533200000,2024-05-12 17:00:00,143906.93016005,8868215016.08244
1715536800000,2024-05-12 18:00:00,143860.16153335,8833690544.869743
1715540400000,2024-05-12 19:00:00,143832.39774767,8825048451.100113
1715544000000,2024-05-12 20:00:00,143831.83163956,8812107091.53217
1715547600000,2024-05-12 21:00:00,143834.35372795,8812389686.752253
1715551200000,2024-05-12 22:00:00,143842.84521262,8824309287.906734
1715554800000,2024-05-12 23:00:00,143858.04287091,8836149894.44437
1715558400000,2024-05-13 00:00:00,143959.75793828,8853795683.76401
1715562000000,2024-05-13 01:00:00,144009.39842202,8835180363.279724
1715565600000,2024-05-13 02:00:00,143924.19436456,8784807569.194818
1715569200000,2024-05-13 03:00:00,143933.75193072,8770295345.538061
1715572800000,2024-05-13 04:00:00,143912.30005932,8767416251.69586
1715576400000,2024-05-13 05:00:00,143946.33665324,8758445105.080149
1715580000000,2024-05-13 06:00:00,144004.30293807,8841149480.447302
1715583600000,2024-05-13 07:00:00,143862.49885842,8979140247.677984
1715587200000,2024-05-13 08:00:00,143850.12980345,9037026326.932806
1715590800000,2024-05-13 09:00:00,143871.26772323,9097708403.285011
1715594400000,2024-05-13 10:00:00,144229.6333585,9044166462.812986
1715598000000,2024-05-13 11:00:00,144215.77347618,9044396639.69332
1715601600000,2024-05-13 12:00:00,144325.41172555,9059006010.105452
1715605200000,2024-05-13 13:00:00,144331.61701725,9046401549.38898
1715608800000,2024-05-13 14:00:00,144303.66229633,9062353408.567816
1715612400000,2024-05-13 15:00:00,144254.45751869,9087519085.565174
1715616000000,2024-05-13 16:00:00,144117.31438474,9105577101.088856
1715619600000,2024-05-13 17:00:00,144094.61201991,9057927609.74011
1715623200000,2024-05-13 18:00:00,144075.26436585,9043487186.67694
1715626800000,2024-05-13 19:00:00,144067.72718856,9097464423.498053
1715630400000,2024-05-13 20:00:00,144047.90836633,9082996423.142282
1715634000000,2024-05-13 21:00:00,144008.34971453,9058524737.15758
1715637600000,2024-05-13 22:00:00,144008.71026787,9058165724.032238
1715641200000,2024-05-13 23:00:00,144002.64910913,9056557381.094168
1715644800000,2024-05-14 00:00:00,144017.55030553,9031247573.017786
1715648400000,2024-05-14 01:00:00,144082.38374446,9019360033.66186
1715652000000,2024-05-14 02:00:00,143899.72729597,9005557816.215065
1715655600000,2024-05-14 03:00:00,143962.41309914,8996315076.685093
1715659200000,2024-05-14 04:00:00,144114.61525573,9005939246.193964
1715662800000,2024-05-14 05:00:00,144236.77312102,9056856751.22718
1715666400000,2024-05-14 06:00:00,144247.95608285,8955008094.546844
1715670000000,2024-05-14 07:00:00,144375.64237772,8935650483.258766
1715673600000,2024-05-14 08:00:00,144394.36273,8912014862.930042
1715677200000,2024-05-14 09:00:00,144412.13746821,8920169567.393707
1715680800000,2024-05-14 10:00:00,144396.29688181,8898257585.88439
1715684400000,2024-05-14 11:00:00,144382.84069911,8917415988.189226
1715688000000,2024-05-14 12:00:00,144324.44904116,8894331581.226217
1715691600000,2024-05-14 13:00:00,144313.65670788,8909063585.254982
1715695200000,2024-05-14 14:00:00,144128.56548681,8876909455.389048
1715698800000,2024-05-14 15:00:00,144027.90409163,8907361913.030321
1715702400000,2024-05-14 16:00:00,143942.32029608,8821278695.718447
1715706000000,2024-05-14 17:00:00,143843.82883739,8812692782.39608
1715709600000,2024-05-14 18:00:00,143806.87397634,8827374911.526426
1715713200000,2024-05-14 19:00:00,143814.5427225,8853997091.09679
1715716800000,2024-05-14 20:00:00,143810.01735636,8856048822.484524
1715720400000,2024-05-14 21:00:00,143814.17363316,8859996879.248663
1715724000000,2024-05-14 22:00:00,143782.54775616,8868884993.867752
1715727600000,2024-05-14 23:00:00,143719.67520366,8849912272.265825
1715731200000,2024-05-15 00:00:00,143724.18986735,8846953890.262125
1715734800000,2024-05-15 01:00:00,143614.40301236,8862180628.429508
1715738400000,2024-05-15 02:00:00,143627.22198188,8872606842.060057
1715742000000,2024-05-15 03:00:00,143620.45361218,8893245873.164904
1715745600000,2024-05-15 04:00:00,143595.00444644,8887005263.805548
1715749200000,2024-05-15 05:00:00,143578.83162218,8895931142.946432
1715752800000,2024-05-15 06:00:00,143596.61470892,8883680054.189571
1715756400000,2024-05-15 07:00:00,143708.42151827,8934272124.816517
1715760000000,2024-05-15 08:00:00,143727.18557715,8932579321.967192
1715763600000,2024-05-15 09:00:00,143721.867438,8917546852.016014
1715767200000,2024-05-15 10:00:00,143701.52266198,8975980066.579203
1715770800000,2024-05-15 11:00:00,143734.02759263,8974481220.347086
1715774400000,2024-05-15 12:00:00,143862.1997661,9167805589.087172
1715778000000,2024-05-15 13:00:00,143848.53888176,9249249988.35151
1715781600000,2024-05-15 14:00:00,143609.81992208,9256308651.848673
1715785200000,2024-05-15 15:00:00,143250.74986682,9280123869.788082
1715788800000,2024-05-15 16:00:00,143216.06262734,9287990841.685436
1715792400000,2024-05-15 17:00:00,143213.30443202,9329807873.970509
1715796000000,2024-05-15 18:00:00,143212.15158644,9382321921.061178
1715799600000,2024-05-15 19:00:00,143111.00088994,9465017825.088982
1715803200000,2024-05-15 20:00:00,143147.39520043,9426367342.68906
1715806800000,2024-05-15 21:00:00,143152.08624238,9435341583.176374
1715810400000,2024-05-15 22:00:00,143129.74626838,9468205668.936916
1715814000000,2024-05-15 23:00:00,143211.33895093,9484219498.13861
1715817600000,2024-05-16 00:00:00,143397.36444196,9480834556.327948
1715821200000,2024-05-16 01:00:00,143431.10904863,9485904405.043362
1715824800000,2024-05-16 02:00:00,143542.98354878,9467355831.471613
1715828400000,2024-05-16 03:00:00,143593.93242034,9483669389.511436
1715832000000,2024-05-16 04:00:00,143483.30412435,9451668423.282932
1715835600000,2024-05-16 05:00:00,143569.04089043,9457344424.615849
1715839200000,2024-05-16 06:00:00,143628.28045099,9472716822.254484
1715842800000,2024-05-16 07:00:00,143703.30401316,9509747932.134829
1715846400000,2024-05-16 08:00:00,143712.66613448,9515154332.655527
1715850000000,2024-05-16 09:00:00,143647.04155695,9528562917.779612
1715853600000,2024-05-16 10:00:00,143664.86012927,9507568609.117306
1715857200000,2024-05-16 11:00:00,143731.50573567,9534896182.690344
1715860800000,2024-05-16 12:00:00,143755.00785988,9489055339.449837
1715864400000,2024-05-16 13:00:00,143829.47241618,9506355250.055882
1715868000000,2024-05-16 14:00:00,143813.96826411,9469136331.032946
1715871600000,2024-05-16 15:00:00,143555.23265317,9449654775.091324
1715875200000,2024-05-16 16:00:00,143019.33423411,9351440387.94028
1715878800000,2024-05-16 17:00:00,143050.69032873,9248139775.382
1715882400000,2024-05-16 18:00:00,143062.64895481,9315695379.515297
1715886000000,2024-05-16 19:00:00,143199.25979001,9345518125.56721
1715889600000,2024-05-16 20:00:00,143168.95938845,9344655122.154936
1715893200000,2024-05-16 21:00:00,142986.39140184,9356484214.477297
1715896800000,2024-05-16 22:00:00,143039.07131471,9362033204.485111
1715900400000,2024-05-16 23:00:00,143054.32272556,9337953892.307709
1715904000000,2024-05-17 00:00:00,143065.24419549,9357777985.427868
1715907600000,2024-05-17 01:00:00,143078.06308306,9349983926.756996
1715911200000,2024-05-17 02:00:00,143150.60696424,9362642338.974129
1715914800000,2024-05-17 03:00:00,143320.77254929,9416242241.261185
1715918400000,2024-05-17 04:00:00,143314.36697194,9381670701.691025
1715922000000,2024-05-17 05:00:00,143819.48843239,9448676881.062052
1715925600000,2024-05-17 06:00:00,143738.66952026,9462525086.86254
1715929200000,2024-05-17 07:00:00,143566.36477027,9535056789.339731
1715932800000,2024-05-17 08:00:00,143345.23650918,9473812480.684168
1715936400000,2024-05-17 09:00:00,143355.73667653,9503925590.400484
1715940000000,2024-05-17 10:00:00,143252.59119388,9518420813.314629
1715943600000,2024-05-17 11:00:00,143257.71465569,9495929046.660353
1715947200000,2024-05-17 12:00:00,143346.9837993,9529036811.57818
1715950800000,2024-05-17 13:00:00,143343.30905644,9461038598.830294
1715954400000,2024-05-17 14:00:00,143262.33328975,9518827070.164968
1715958000000,2024-05-17 15:00:00,143258.77737798,9622061601.264074
1715961600000,2024-05-17 16:00:00,143323.26299278,9597446989.930683
1715965200000,2024-05-17 17:00:00,143352.72150486,9568696260.595375
1715968800000,2024-05-17 18:00:00,143325.68804824,9533491441.88238
1715972400000,2024-05-17 19:00:00,142975.41734657,9537139495.35224
1715976000000,2024-05-17 20:00:00,143006.29482966,9561965669.697697
1715979600000,2024-05-17 21:00:00,143002.34992448,9559105251.1185
1715983200000,2024-05-17 22:00:00,142989.51041358,9552564628.800604
1715986800000,2024-05-17 23:00:00,142995.43743496,9573853404.616549
1715990400000,2024-05-18 00:00:00,142976.12062422,9571721794.11694
1715994000000,2024-05-18 01:00:00,142994.04141956,9578281335.714464
1715997600000,2024-05-18 02:00:00,142998.17196349,9569551682.249811
1716001200000,2024-05-18 03:00:00,142996.98321204,9572943516.00652
1716004800000,2024-05-18 04:00:00,142989.07211224,9570304330.300093
1716008400000,2024-05-18 05:00:00,142879.81013778,9560678265.758186
1716012000000,2024-05-18 06:00:00,142900.91717767,9547643999.225088
1716015600000,2024-05-18 07:00:00,142931.8720962,9585123976.741152
1716019200000,2024-05-18 08:00:00,142933.97625568,9582596724.30324
1716022800000,2024-05-18 09:00:00,143036.93444281,9599875836.51032
1716026400000,2024-05-18 10:00:00,143056.08579564,9599680123.621264
1716030000000,2024-05-18 11:00:00,143026.10952138,9614549345.432854
1716033600000,2024-05-18 12:00:00,143055.07047728,9597260555.125896
1716037200000,2024-05-18 13:00:00,143066.5460866,9570758492.10425
